Model,Dataset,IR,Source,Accuracy_mean,Accuracy_std,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,GMean_mean,GMean_std,AUC_mean,AUC_std,MCC_mean,MCC_std,AUPRC_mean,AUPRC_std,IBA_mean,IBA_std,Kappa_mean,Kappa_std,Runtime_mean,Runtime_std,Error
mc_ccr,abalone-17_vs_7-8-9-10,-,keel,0.9734823111696773,0.003958436864594045,0.7202547360972618,0.0699506374967094,0.6076355661881978,0.04143102978762617,0.6369048484181079,0.045766586634253044,0.460036527079059,0.09620921472562087,0.8948730728335992,0.046282148458399834,0.3002831617450731,0.08672005544526963,0.36081735760748684,0.05599127625747753,0.7576832584692302,0.00846352215533945,0.2758698195260004,0.09032024354041739,0.08922883638879284,0.002188506708169296,
ocsv_us,abalone-17_vs_7-8-9-10,-,keel,0.6069611449697103,0.11716202260424961,0.5218260585756627,0.008475779620325986,0.6988237639553428,0.06656532875300024,0.4199477772237433,0.05797720420827662,0.6852511185225308,0.0656593818940782,0.7546683944710261,0.10272327066220777,0.13146286172596328,0.046670343591210986,0.1668828659077745,0.12892926806084196,0.7177291101489587,0.07480026303671491,0.053531320364783405,0.028044150471099136,3.2781518702046015,0.03526246648114655,
shsampler,abalone-17_vs_7-8-9-10,-,keel,0.939272314647047,0.016620389252653082,0.6094493126306391,0.02940539905243384,0.7569178628389154,0.05345567398311134,0.6456546517653926,0.03768692950854334,0.728766185700896,0.06847375937568578,0.9153292796384903,0.03086407469579822,0.3331990401676844,0.07244127627792726,0.32436205407586466,0.03688094265670669,0.796911213860463,0.035200219847781676,0.29831713124196824,0.07211904064547134,0.07553886261302978,0.004076501320575842,
mc_evhs,abalone-17_vs_7-8-9-10,-,keel,0.9238739728033091,0.014953390730338743,0.5885887648332714,0.026032013360930802,0.758652312599681,0.03926366446767909,0.6213646836826512,0.03464147665384515,0.7370632636204146,0.04927679600824517,0.8709878389154703,0.06977764545687938,0.30157053229850633,0.06337034333642949,0.17539602437457757,0.04174516265637992,0.7900568221563407,0.027509146143744213,0.2547468733862619,0.06533887850301644,0.1950589546118863,0.037079232767252085,
nromm,abalone-17_vs_7-8-9-10,-,keel,0.9696324969344241,0.003914060499489722,0.6721244284368961,0.07930590188908726,0.6049043062200956,0.0460090533751597,0.6202989909169405,0.0385754755905322,0.4553140893312496,0.10455002080685225,0.8842354465709729,0.042545559047870954,0.25832109793183033,0.08003886508446738,0.26835970228333045,0.08306153710574198,0.7546887321019309,0.007837056728895937,0.2420559268818046,0.07651962379233479,2.241161893424578,0.17573981778021538,
orem_m,abalone-17_vs_7-8-9-10,-,keel,0.9683486154578231,0.0068218384991948515,0.6821172759990756,0.05181731477912936,0.6397328548644338,0.019337028693894906,0.6509183337026997,0.012364516033130279,0.5364271777473291,0.0396657075337415,0.8997640882509303,0.06123989712601823,0.3124140990327026,0.03147172148614934,0.3097133871376756,0.08291796723773327,0.7600374157560241,0.0023283832429567054,0.30263996027113904,0.025027029800302882,0.10642745739314705,0.004210338480069625,
glos,abalone-17_vs_7-8-9-10,-,keel,0.9563773129083621,0.009500276621567131,0.6070186998747699,0.030247528201866627,0.6417065390749601,0.051997450042914166,0.6188439388281998,0.036660459512180256,0.5415801780041052,0.09285149376603143,0.8954944178628388,0.019010909315033468,0.24400552537549106,0.07469697223050996,0.24557076148378285,0.08643185494715615,0.754267067075947,0.01894797243762255,0.23879597443071612,0.07291760786489869,0.07960851159878075,0.005498036742044202,
mc_nro,abalone-17_vs_7-8-9-10,-,keel,0.9662072878346969,0.005325500245325178,0.6429358989209029,0.06980121895878179,0.6127791068580543,0.03210692099913202,0.6240465844036506,0.04427114993569425,0.4831848611887645,0.06268481631599189,0.8800853934077619,0.03655217099982323,0.25213973222115377,0.09418791278254834,0.2660067652061978,0.030674306045033916,0.751911198757278,0.011214590551261618,0.24837690872790752,0.08878555105587445,78.20298358581495,11.371661381086437,
easy_bpnn,abalone-17_vs_7-8-9-10,-,keel,0.8036704551693845,0.015908738597286084,0.5413883182120802,0.007743503135953998,0.7827153110047846,0.05462208515087051,0.52503975310187,0.014622097138227201,0.7801927740926847,0.05733706782813585,0.8936602870813397,0.03520345073071195,0.21618044878199166,0.040552204746880226,0.37740648450359154,0.11651636775834219,0.7863538371787632,0.051211488500959676,0.12245229605593663,0.023381727242560213,1.0044938396196812,0.01087299228969922,
amcs,abalone-17_vs_7-8-9-10,-,keel,0.9563690770328886,0.012613246333437998,0.5939349014477358,0.07205790379471225,0.6432216905901116,0.11873584441787875,0.6064726704663297,0.08687365396662253,0.47512805908520567,0.27893007205901277,0.7980063795853269,0.08872282926275774,0.22661783527955054,0.17926790383651803,0.19435522513838918,0.12267524861392835,0.7677014295879978,0.04046751337579435,0.2153307321466607,0.1736699869191042,39.60668632639572,1.3010308723966841,
des_mi,abalone-17_vs_7-8-9-10,-,keel,0.9431093175204524,0.015708279893391054,0.6214821637392959,0.038099744114149146,0.7604066985645932,0.06585346798183848,0.6541223366535859,0.03496873876946424,0.7300694376045258,0.08297177455036692,0.9051933811802233,0.032567981565332776,0.34890640295738756,0.06795770759905667,0.2259760038329217,0.0310599880055068,0.8030760259355072,0.04430271777381038,0.3145315543087002,0.06712022622291222,0.10110461839940399,0.006450774883780571,
drcw_aseg,abalone-17_vs_7-8-9-10,-,keel,0.9777613060268306,0.003458780327047836,0.8030626396185936,0.0715680570944537,0.637200956937799,0.038086687086266315,0.685106320306325,0.04570534923128827,0.5217307630910821,0.07347574760113351,0.836069577352472,0.052692471334091405,0.4054997515868237,0.09417809887947012,0.355788709621182,0.06587475455240167,0.7670749375523048,0.011081771309968451,0.37202090572241986,0.09085546423294617,0.1224963615881279,0.010396389048479988,
