Dataset,Model,AUC_mean,AUPRC_mean,Accuracy_mean,F1_mean,GMean_mean,IBA_mean,Kappa_mean,MCC_mean,Precision_mean,Recall_mean,Runtime_mean
ecoli-0-6-7_vs_3-5,ocsv_us,27.0,26.0,27.0,27.0,27.0,26.0,27.0,28.0,27.0,27.0,24.0
ecoli-0-6-7_vs_3-5,orem_m,16.0,13.0,12.5,10.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0
ecoli-0-6-7_vs_3-5,oremboost,17.0,10.0,7.5,13.0,23.0,6.0,12.0,15.0,17.0,12.0,21.0
ecoli-0-6-7_vs_3-5,pt_bagging,22.5,14.5,7.5,15.0,25.0,13.0,13.0,13.0,15.0,19.5,2.0
ecoli-0-6-7_vs_3-5,s_smote,24.0,20.0,29.0,29.0,28.0,28.0,28.0,27.0,28.0,28.0,22.0
ecoli-0-6-7_vs_3-5,scut,8.0,11.0,17.0,17.0,24.0,14.0,17.0,18.0,19.0,15.5,28.0
ecoli-0-6-7_vs_3-5,shsampler,3.0,9.0,21.0,21.0,15.0,17.0,21.0,19.0,18.0,15.5,5.0
ecoli-0-6-7_vs_3-5,smom,4.0,12.0,11.0,8.0,8.0,11.0,9.0,10.0,14.0,9.0,15.0
ecoli-0-6-7_vs_3-5,soup,10.0,18.0,12.5,11.0,14.0,18.0,14.0,14.0,12.0,15.5,14.0
ecoli-0-6-7_vs_5,DBCF,1.0,2.0,2.5,2.0,7.0,7.0,2.0,2.0,6.0,7.5,26.0
ecoli-0-6-7_vs_5,DEAHS,4.0,6.0,25.0,25.0,12.0,16.0,25.0,25.0,25.0,12.0,29.0
ecoli-0-6-7_vs_5,DeepSMOTE,7.0,21.0,15.5,17.0,23.0,25.0,17.0,19.0,14.0,25.0,17.0
ecoli-0-6-7_vs_5,SPE,5.0,3.0,24.0,24.0,9.0,13.0,24.0,24.0,24.0,10.0,27.0
ecoli-0-6-7_vs_5,adaboost_ad,28.0,28.0,26.0,26.0,22.0,27.0,26.0,26.0,26.0,26.0,6.0
ecoli-0-6-7_vs_5,amcs,27.0,29.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,23.0
ecoli-0-6-7_vs_5,des_mi,12.5,23.0,13.0,13.0,15.0,18.0,14.0,15.0,15.0,17.0,9.0
ecoli-0-6-7_vs_5,dpse,29.0,25.0,11.0,14.0,26.0,21.0,13.0,11.0,4.0,24.0,1.0
ecoli-0-6-7_vs_5,drcw_aseg,22.0,13.0,7.0,8.5,20.5,9.5,8.5,8.5,9.5,15.0,3.0
ecoli-0-6-7_vs_5,e_evrs,26.0,26.0,15.5,10.0,3.0,3.0,10.0,12.0,18.0,3.0,16.0
ecoli-0-6-7_vs_5,easy_bpnn,25.0,17.0,28.0,27.0,17.0,26.0,27.0,27.0,27.0,21.5,19.0
ecoli-0-6-7_vs_5,evinci,24.0,22.0,2.5,4.0,10.0,4.0,4.0,4.0,8.0,7.5,25.0
ecoli-0-6-7_vs_5,glos,6.0,18.0,18.5,16.0,4.0,5.0,16.0,17.0,20.0,4.0,5.0
ecoli-0-6-7_vs_5,mc_ccr,21.0,12.0,7.0,11.0,25.0,19.0,11.0,10.0,3.0,23.0,8.0
ecoli-0-6-7_vs_5,mc_evhs,10.0,24.0,23.0,23.0,6.0,8.0,23.0,22.0,23.0,6.0,11.0
ecoli-0-6-7_vs_5,mc_nro,9.0,1.0,7.0,3.0,2.0,2.0,3.0,3.0,11.0,2.0,18.0
ecoli-0-6-7_vs_5,mc_rbo,15.5,20.0,11.0,19.0,28.0,24.0,19.0,16.0,5.0,28.0,20.0
ecoli-0-6-7_vs_5,mdo,2.5,11.0,11.0,6.0,8.0,11.0,6.0,7.0,12.0,9.0,12.0
ecoli-0-6-7_vs_5,multirandbal,19.0,19.0,22.0,22.0,13.0,17.0,22.0,23.0,21.0,13.0,4.0
ecoli-0-6-7_vs_5,nromm,15.5,15.0,7.0,5.0,14.0,14.0,5.0,5.0,2.0,15.0,13.0
ecoli-0-6-7_vs_5,ocsv_us,18.0,27.0,29.0,28.0,27.0,28.0,28.0,28.0,28.0,27.0,24.0
ecoli-0-6-7_vs_5,orem_m,20.0,14.0,15.5,12.0,11.0,12.0,12.0,14.0,16.0,11.0,10.0
ecoli-0-6-7_vs_5,oremboost,14.0,7.0,2.5,7.0,24.0,15.0,7.0,6.0,1.0,21.5,21.0
ecoli-0-6-7_vs_5,pt_bagging,23.0,16.0,7.0,8.5,20.5,9.5,8.5,8.5,9.5,15.0,2.0
ecoli-0-6-7_vs_5,s_smote,17.0,4.0,20.5,20.0,19.0,23.0,20.0,21.0,19.0,20.0,22.0
ecoli-0-6-7_vs_5,scut,11.0,10.0,15.5,15.0,16.0,20.0,15.0,13.0,13.0,18.0,28.0
ecoli-0-6-7_vs_5,shsampler,2.5,8.0,20.5,18.0,5.0,6.0,18.0,18.0,22.0,5.0,7.0
ecoli-0-6-7_vs_5,smom,8.0,9.0,18.5,21.0,18.0,22.0,21.0,20.0,17.0,19.0,15.0
ecoli-0-6-7_vs_5,soup,12.5,5.0,2.5,1.0,1.0,1.0,1.0,1.0,7.0,1.0,14.0
ecoli-0_vs_1,DBCF,6.0,6.0,10.5,13.0,15.0,13.0,13.0,12.0,8.0,13.0,27.0
ecoli-0_vs_1,DEAHS,4.0,4.0,15.5,16.0,14.0,17.0,16.0,16.0,16.0,15.0,29.0
ecoli-0_vs_1,DeepSMOTE,17.0,16.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,24.0,18.0
ecoli-0_vs_1,SPE,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,28.0
ecoli-0_vs_1,adaboost_ad,24.0,24.0,15.5,17.0,13.0,16.0,17.0,17.0,17.0,14.0,6.0
ecoli-0_vs_1,amcs,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,23.0
ecoli-0_vs_1,des_mi,22.0,21.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
ecoli-0_vs_1,dpse,25.0,25.0,20.0,20.5,21.5,18.5,20.5,18.5,18.5,20.5,1.0
ecoli-0_vs_1,drcw_aseg,22.0,23.0,15.5,14.5,16.5,14.5,14.5,14.5,14.5,16.5,3.0
ecoli-0_vs_1,e_evrs,28.0,26.0,27.5,27.0,27.0,27.0,27.0,27.0,28.0,27.0,17.0
ecoli-0_vs_1,easy_bpnn,5.0,5.0,27.5,28.0,28.0,28.0,28.0,28.0,27.0,28.0,20.0
ecoli-0_vs_1,evinci,13.0,13.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26.0
ecoli-0_vs_1,glos,13.0,15.0,20.0,18.5,19.5,20.5,18.5,20.5,20.5,20.5,9.0
ecoli-0_vs_1,mc_ccr,26.5,27.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0
ecoli-0_vs_1,mc_evhs,19.0,19.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,11.0
ecoli-0_vs_1,mc_nro,2.0,3.0,10.5,9.5,10.5,9.5,9.5,9.5,10.5,10.5,15.0
ecoli-0_vs_1,mc_rbo,26.5,28.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.0
ecoli-0_vs_1,mdo,15.0,14.0,10.5,12.0,8.0,12.0,12.0,13.0,13.0,8.0,10.0
ecoli-0_vs_1,multirandbal,9.0,10.0,20.0,20.5,21.5,18.5,20.5,18.5,18.5,20.5,5.0
ecoli-0_vs_1,nromm,18.0,18.0,10.5,9.5,10.5,9.5,9.5,9.5,10.5,10.5,12.0
ecoli-0_vs_1,ocsv_us,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,25.0
ecoli-0_vs_1,orem_m,8.0,9.0,10.5,9.5,10.5,9.5,9.5,9.5,10.5,10.5,16.0
ecoli-0_vs_1,oremboost,20.0,20.0,10.5,9.5,10.5,9.5,9.5,9.5,10.5,10.5,21.0
ecoli-0_vs_1,pt_bagging,22.0,22.0,15.5,14.5,16.5,14.5,14.5,14.5,14.5,16.5,2.0
ecoli-0_vs_1,s_smote,3.0,2.0,24.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,22.0
ecoli-0_vs_1,scut,10.0,8.0,24.0,24.0,23.0,24.0,24.0,24.0,25.0,23.0,19.0
ecoli-0_vs_1,shsampler,11.0,12.0,20.0,22.0,18.0,22.0,22.0,22.0,22.0,18.0,7.0
ecoli-0_vs_1,smom,13.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0
ecoli-0_vs_1,soup,16.0,17.0,20.0,18.5,19.5,20.5,18.5,20.5,20.5,20.5,13.0
ecoli1,DBCF,2.0,13.0,15.0,12.0,12.0,13.0,12.0,10.0,12.0,12.0,27.0
ecoli1,DEAHS,5.0,12.0,22.0,20.0,11.0,11.0,20.0,19.0,23.0,11.0,29.0
ecoli1,DeepSMOTE,10.0,4.0,4.0,5.0,16.0,16.0,5.0,6.0,4.0,16.0,18.0
ecoli1,SPE,1.0,1.0,11.0,15.0,21.0,22.0,15.0,17.0,11.0,21.0,28.0
ecoli1,adaboost_ad,22.0,22.0,9.0,10.0,17.0,17.0,11.0,11.0,8.0,17.0,9.0
ecoli1,amcs,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,22.0
ecoli1,des_mi,18.0,20.0,20.0,18.0,8.0,6.0,17.0,15.0,20.0,8.0,4.0
ecoli1,dpse,28.0,23.0,16.0,16.0,25.0,26.0,16.0,21.0,13.0,25.0,1.0
ecoli1,drcw_aseg,19.0,14.0,19.0,23.0,27.0,28.0,24.0,26.0,17.0,28.0,3.0
ecoli1,e_evrs,27.0,29.0,27.0,27.0,24.0,24.0,27.0,27.0,27.0,24.0,17.0
ecoli1,easy_bpnn,8.0,2.0,24.0,21.0,14.0,12.0,21.0,20.0,21.0,13.0,19.0
ecoli1,evinci,3.0,6.0,7.5,6.0,4.0,8.0,6.0,5.0,10.0,6.0,24.0
ecoli1,glos,21.0,21.0,13.0,8.0,6.0,7.0,8.0,7.0,16.0,7.0,8.0
ecoli1,mc_ccr,14.0,15.0,3.0,3.0,15.0,14.0,3.0,4.0,2.0,15.0,6.0
ecoli1,mc_evhs,25.0,26.0,26.0,26.0,10.0,9.0,26.0,23.0,26.0,10.0,11.0
ecoli1,mc_nro,20.0,19.0,13.0,11.0,9.0,10.0,10.0,8.0,14.0,9.0,16.0
ecoli1,mc_rbo,12.0,8.0,6.0,9.0,20.0,20.0,9.0,13.0,6.0,20.0,25.0
ecoli1,mdo,13.0,7.0,10.0,14.0,19.0,19.0,14.0,14.0,9.0,19.0,10.0
ecoli1,multirandbal,15.0,9.0,17.0,17.0,22.0,25.0,18.0,22.0,19.0,23.0,5.0
ecoli1,nromm,7.0,10.0,13.0,13.0,13.0,15.0,13.0,12.0,15.0,14.0,12.0
ecoli1,ocsv_us,26.0,24.0,28.0,28.0,26.0,23.0,28.0,28.0,28.0,26.0,23.0
ecoli1,orem_m,4.0,17.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,13.0
ecoli1,oremboost,6.0,5.0,5.0,7.0,23.0,21.0,7.0,9.0,1.0,22.0,20.0
ecoli1,pt_bagging,16.0,11.0,18.0,25.0,28.0,27.0,25.0,25.0,18.0,27.0,2.0
ecoli1,s_smote,17.0,3.0,7.5,4.0,2.0,1.0,4.0,3.0,7.0,1.0,21.0
ecoli1,scut,11.0,18.0,22.0,22.0,18.0,18.0,23.0,24.0,24.0,18.0,26.0
ecoli1,shsampler,23.0,25.0,25.0,24.0,7.0,5.0,22.0,18.0,25.0,5.0,7.0
ecoli1,smom,9.0,16.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,14.0
ecoli1,soup,24.0,27.0,22.0,19.0,5.0,4.0,19.0,16.0,22.0,4.0,15.0
ecoli2,DBCF,9.0,2.0,13.0,14.0,21.0,17.0,14.0,12.0,6.0,19.0,28.0
ecoli2,DEAHS,5.0,8.0,22.0,17.0,11.0,14.0,17.0,17.0,21.0,12.0,29.0
ecoli2,DeepSMOTE,8.0,6.0,7.5,10.0,24.0,21.0,10.0,10.0,1.0,24.0,19.0
ecoli2,SPE,2.0,4.0,14.0,13.0,5.0,7.0,13.0,13.0,15.0,5.0,27.0
ecoli2,adaboost_ad,23.0,25.0,12.0,11.0,13.0,12.0,11.0,14.0,12.0,13.0,9.0
ecoli2,amcs,28.0,27.0,27.0,28.0,29.0,28.0,28.0,28.0,28.0,29.0,23.0
ecoli2,des_mi,11.0,19.0,23.0,22.0,18.0,23.0,22.0,22.0,23.0,20.0,4.0
ecoli2,dpse,26.0,26.0,19.0,20.0,23.0,24.0,20.0,20.0,19.0,23.0,1.0
ecoli2,drcw_aseg,22.0,20.0,20.0,21.0,25.0,25.0,21.0,21.0,17.0,25.0,3.0
ecoli2,e_evrs,27.0,29.0,24.5,25.0,17.0,22.0,25.0,25.0,24.0,17.0,17.0
ecoli2,easy_bpnn,20.0,17.0,26.0,26.0,8.0,11.0,26.0,26.0,26.0,9.0,20.0
ecoli2,evinci,19.0,18.0,15.0,15.0,14.0,15.0,15.0,15.0,14.0,15.0,25.0
ecoli2,glos,12.0,3.0,7.5,7.0,7.0,6.0,7.0,8.0,10.0,7.0,10.0
ecoli2,mc_ccr,16.0,13.0,9.0,12.0,19.0,16.0,12.0,11.0,7.0,18.0,7.0
ecoli2,mc_evhs,25.0,24.0,24.5,24.0,10.0,13.0,24.0,23.0,25.0,11.0,11.0
ecoli2,mc_nro,7.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.5,16.0
ecoli2,mc_rbo,14.0,7.0,3.0,4.0,15.0,10.0,4.0,4.0,2.0,14.0,26.0
ecoli2,mdo,6.0,12.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.5,8.0
ecoli2,multirandbal,18.0,22.0,18.0,18.0,16.0,18.0,18.0,18.0,22.0,16.0,5.0
ecoli2,nromm,4.0,1.0,4.0,3.0,9.0,8.0,3.0,3.0,5.0,8.0,13.0
ecoli2,ocsv_us,29.0,28.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,28.0,24.0
ecoli2,orem_m,17.0,10.0,5.0,5.0,6.0,4.0,5.0,5.0,8.0,6.0,12.0
ecoli2,oremboost,1.0,11.0,16.0,16.0,22.0,19.0,16.0,16.0,16.0,22.0,21.0
ecoli2,pt_bagging,21.0,21.0,21.0,23.0,26.0,26.0,23.0,24.0,20.0,26.0,2.0
ecoli2,s_smote,24.0,23.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,22.0
ecoli2,scut,3.0,14.0,17.0,19.0,20.0,20.0,19.0,19.0,18.0,21.0,18.0
ecoli2,shsampler,13.0,16.0,11.0,8.0,1.0,2.0,8.0,7.0,13.0,1.0,6.0
ecoli2,smom,15.0,9.0,6.0,9.0,12.0,9.0,9.0,9.0,9.0,10.0,15.0
ecoli2,soup,10.0,15.0,10.0,6.0,4.0,5.0,6.0,6.0,11.0,4.0,14.0
ecoli3,DBCF,3.0,3.0,4.0,2.0,12.0,11.0,2.0,2.0,6.0,12.0,27.0
ecoli3,DEAHS,7.0,17.0,25.0,23.0,2.0,2.0,20.0,12.0,25.0,2.0,29.0
ecoli3,DeepSMOTE,22.0,12.0,5.5,16.0,26.0,25.0,17.0,19.0,1.0,26.0,19.0
ecoli3,SPE,1.0,6.0,14.0,4.0,5.0,5.0,4.0,3.0,11.0,5.0,28.0
ecoli3,adaboost_ad,27.0,29.0,26.0,27.0,13.0,16.0,27.0,26.0,27.0,13.0,9.0
ecoli3,amcs,28.0,27.0,27.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,22.0
ecoli3,des_mi,23.0,23.0,21.0,14.0,9.0,12.0,13.0,15.0,22.0,11.0,8.0
ecoli3,dpse,29.0,26.0,14.0,21.0,23.0,24.0,22.0,24.0,15.0,23.0,1.0
ecoli3,drcw_aseg,16.0,11.0,7.0,12.0,25.0,26.0,14.0,20.0,7.0,25.0,3.0
ecoli3,e_evrs,26.0,28.0,20.0,11.0,10.0,10.0,11.0,9.0,18.0,10.0,16.0
ecoli3,easy_bpnn,4.0,7.0,28.0,26.0,4.0,3.0,25.0,18.0,26.0,4.0,18.0
ecoli3,evinci,21.0,13.0,9.0,8.0,17.0,20.0,8.0,14.0,10.0,18.0,24.0
ecoli3,glos,17.0,22.0,14.0,20.0,22.0,22.0,21.0,23.0,13.0,22.0,6.0
ecoli3,mc_ccr,8.0,8.0,11.0,25.0,28.0,28.0,26.0,27.0,16.0,28.0,7.0
ecoli3,mc_evhs,24.0,25.0,22.0,15.0,7.0,9.0,12.0,8.0,21.0,8.0,11.0
ecoli3,mc_nro,18.0,10.0,3.0,1.0,8.0,8.0,1.0,1.0,8.0,9.0,17.0
ecoli3,mc_rbo,6.0,5.0,5.5,10.0,24.0,23.0,10.0,16.0,5.0,24.0,25.0
ecoli3,mdo,5.0,1.0,1.5,5.0,21.0,18.0,7.0,7.0,2.0,20.0,10.0
ecoli3,multirandbal,10.0,15.0,18.0,22.0,19.0,17.0,23.0,22.0,19.0,19.0,4.0
ecoli3,nromm,11.0,14.0,10.0,9.0,15.0,13.0,9.0,10.0,12.0,14.0,13.0
ecoli3,ocsv_us,25.0,24.0,29.0,29.0,16.0,19.0,28.0,28.0,28.0,17.0,23.0
ecoli3,orem_m,12.0,16.0,12.0,13.0,18.0,14.0,15.0,17.0,14.0,16.0,12.0
ecoli3,oremboost,2.0,2.0,1.5,3.0,14.0,15.0,3.0,4.0,4.0,15.0,20.0
ecoli3,pt_bagging,9.0,4.0,8.0,17.0,27.0,27.0,18.0,21.0,3.0,27.0,2.0
ecoli3,s_smote,15.0,9.0,16.0,6.0,11.0,6.0,5.0,5.0,9.0,7.0,21.0
ecoli3,scut,14.0,18.0,19.0,7.0,1.0,1.0,6.0,6.0,17.0,1.0,26.0
ecoli3,shsampler,13.0,20.0,24.0,19.0,3.0,4.0,19.0,13.0,24.0,3.0,5.0
ecoli3,smom,19.0,21.0,17.0,24.0,20.0,21.0,24.0,25.0,20.0,21.0,15.0
ecoli3,soup,20.0,19.0,23.0,18.0,6.0,7.0,16.0,11.0,23.0,6.0,14.0
ecoli4,DBCF,4.0,4.0,1.0,1.0,6.0,5.0,1.0,1.0,2.0,6.0,26.0
ecoli4,DEAHS,5.0,10.0,25.0,25.0,2.0,2.0,25.0,24.0,25.0,2.0,29.0
ecoli4,DeepSMOTE,16.0,2.0,5.0,7.0,12.0,10.0,7.0,6.0,10.0,11.0,19.0
ecoli4,SPE,8.0,13.0,26.0,26.0,5.0,8.0,26.0,26.0,26.0,5.0,28.0
ecoli4,adaboost_ad,27.0,28.0,28.0,27.0,22.0,28.0,27.0,27.0,27.0,25.0,6.0
ecoli4,amcs,28.0,29.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,21.0
ecoli4,des_mi,19.0,25.0,21.5,22.0,26.0,27.0,23.0,22.0,13.0,28.0,7.0
ecoli4,dpse,26.0,23.0,13.0,16.0,25.0,13.0,16.0,14.0,9.0,20.0,2.0
ecoli4,drcw_aseg,23.0,20.5,13.0,18.5,23.5,14.5,18.5,16.5,14.5,20.0,3.0
ecoli4,e_evrs,29.0,26.0,16.5,21.0,27.0,24.0,21.0,23.0,16.0,26.0,17.0
ecoli4,easy_bpnn,1.0,1.0,24.0,23.0,1.0,1.0,22.0,21.0,24.0,1.0,16.0
ecoli4,evinci,25.0,24.0,20.0,24.0,28.0,25.0,24.0,25.0,23.0,27.0,24.0
ecoli4,glos,18.0,14.0,21.5,17.0,9.0,9.0,17.0,19.0,22.0,9.0,9.0
ecoli4,mc_ccr,21.0,17.0,3.0,3.0,7.0,6.0,3.0,3.0,4.0,7.0,11.0
ecoli4,mc_evhs,11.0,22.0,7.0,5.0,3.0,3.0,5.0,5.0,17.0,3.0,8.0
ecoli4,mc_nro,20.0,11.0,5.0,4.0,8.0,7.0,4.0,4.0,7.0,8.0,18.0
ecoli4,mc_rbo,7.0,15.0,9.5,10.5,18.5,20.5,10.5,10.5,5.5,17.5,25.0
ecoli4,mdo,6.0,5.0,9.5,9.0,14.0,11.0,9.0,9.0,8.0,12.0,12.0
ecoli4,multirandbal,17.0,16.0,16.5,13.5,20.5,22.5,13.5,12.5,11.5,22.5,4.0
ecoli4,nromm,3.0,6.0,2.0,2.0,10.0,12.0,2.0,2.0,1.0,10.0,13.0
ecoli4,ocsv_us,24.0,27.0,29.0,28.0,16.0,26.0,28.0,28.0,28.0,24.0,23.0
ecoli4,orem_m,13.0,18.0,16.5,12.0,11.0,16.0,12.0,15.0,19.0,13.0,10.0
ecoli4,oremboost,10.0,19.0,16.5,13.5,20.5,22.5,13.5,12.5,11.5,22.5,22.0
ecoli4,pt_bagging,22.0,20.5,13.0,18.5,23.5,14.5,18.5,16.5,14.5,20.0,1.0
ecoli4,s_smote,2.0,3.0,23.0,20.0,15.0,18.0,20.0,20.0,18.0,15.0,20.0
ecoli4,scut,14.0,8.5,19.0,15.0,13.0,17.0,15.0,18.0,21.0,14.0,27.0
ecoli4,shsampler,15.0,7.0,9.5,6.0,4.0,4.0,6.0,7.0,20.0,4.0,5.0
ecoli4,smom,9.0,8.5,9.5,10.5,18.5,20.5,10.5,10.5,5.5,17.5,15.0
ecoli4,soup,12.0,12.0,5.0,8.0,17.0,19.0,8.0,8.0,3.0,16.0,14.0
flare-F,DBCF,2.0,3.0,13.0,1.0,5.0,4.0,1.0,1.0,3.0,4.0,26.0
flare-F,DEAHS,3.0,4.0,26.0,21.0,3.0,3.0,13.0,9.0,22.0,3.0,29.0
flare-F,DeepSMOTE,18.0,12.0,3.5,27.0,29.0,16.0,28.0,29.0,28.0,28.0,16.0
flare-F,SPE,4.0,6.0,25.0,8.0,2.0,1.0,6.0,5.0,13.0,1.0,24.0
flare-F,adaboost_ad,26.0,28.0,28.0,28.0,10.0,27.0,25.0,18.0,26.0,10.0,10.0
flare-F,amcs,8.0,24.0,9.5,14.0,21.0,17.0,16.0,17.0,8.0,21.0,3.0
flare-F,des_mi,9.0,9.0,12.0,2.0,8.0,8.0,3.0,4.0,5.0,8.0,8.0
flare-F,dpse,29.0,23.0,19.0,11.0,13.0,22.0,14.0,14.0,18.0,13.0,4.0
flare-F,drcw_aseg,22.0,16.0,7.0,19.0,24.0,19.0,21.0,22.0,11.0,24.0,2.0
flare-F,e_evrs,27.0,29.0,23.0,12.0,9.0,12.0,12.0,12.0,19.0,9.0,17.0
flare-F,easy_bpnn,1.0,1.0,27.0,20.0,1.0,2.0,11.0,6.0,21.0,2.0,15.0
flare-F,evinci,7.0,5.0,11.0,5.0,12.0,9.0,5.0,7.0,4.0,12.0,23.0
flare-F,glos,24.0,21.0,9.5,26.0,28.0,21.0,27.0,28.0,27.0,29.0,6.0
flare-F,mc_ccr,17.0,20.0,18.0,13.0,17.0,23.0,15.0,15.0,17.0,16.0,9.0
flare-F,mc_evhs,25.0,25.0,22.0,24.0,16.0,28.0,22.0,23.0,25.0,17.0,12.0
flare-F,mc_nro,20.0,22.0,20.0,9.0,11.0,15.0,9.0,11.0,15.0,11.0,25.0
flare-F,mc_rbo,11.0,8.0,3.5,17.0,26.0,14.0,19.0,20.0,9.0,22.0,28.0
flare-F,mdo,19.0,13.0,1.0,22.0,27.0,13.0,23.0,25.0,20.0,26.0,13.0
flare-F,multirandbal,6.0,17.0,17.0,16.0,18.0,24.0,18.0,19.0,16.0,20.0,5.0
flare-F,nromm,23.0,11.0,2.0,7.0,19.0,11.0,10.0,13.0,2.0,19.0,14.0
flare-F,ocsv_us,28.0,27.0,29.0,29.0,15.0,29.0,29.0,27.0,29.0,18.0,20.0
flare-F,orem_m,16.0,19.0,21.0,15.0,14.0,25.0,17.0,16.0,23.0,14.0,11.0
flare-F,oremboost,5.0,2.0,5.0,6.0,20.0,10.0,7.0,10.0,1.0,15.0,21.0
flare-F,pt_bagging,21.0,15.0,8.0,23.0,25.0,20.0,24.0,24.0,12.0,27.0,1.0
flare-F,s_smote,13.0,14.0,24.0,10.0,4.0,7.0,8.0,8.0,14.0,5.0,19.0
flare-F,scut,14.0,26.0,14.0,25.0,22.0,26.0,26.0,26.0,24.0,25.0,27.0
flare-F,shsampler,10.0,7.0,15.0,4.0,7.0,6.0,4.0,3.0,7.0,7.0,7.0
flare-F,smom,15.0,18.0,6.0,18.0,23.0,18.0,20.0,21.0,10.0,23.0,18.0
flare-F,soup,12.0,10.0,16.0,3.0,6.0,5.0,2.0,2.0,6.0,6.0,22.0
glass,DBCF,10.0,14.0,13.0,13.0,25.0,16.0,15.0,16.0,13.0,18.0,27.0
glass,DEAHS,3.0,3.0,3.0,1.0,3.0,7.0,1.0,1.0,3.0,3.0,29.0
glass,DeepSMOTE,2.0,1.0,5.0,4.0,11.0,8.0,5.0,4.0,5.0,8.0,17.0
glass,SPE,22.0,23.0,28.0,27.0,21.0,21.0,28.0,28.0,27.0,23.0,26.0
glass,adaboost_ad,23.0,24.0,23.5,23.0,17.0,17.0,22.0,22.0,21.0,15.0,6.0
glass,amcs,25.0,28.0,26.0,29.0,29.0,29.0,27.0,27.0,29.0,29.0,5.0
glass,des_mi,19.0,20.0,18.0,11.0,9.0,4.0,17.0,17.0,14.0,5.0,10.0
glass,dpse,29.0,29.0,10.0,17.0,24.0,27.0,11.0,11.0,11.0,26.0,2.0
glass,drcw_aseg,18.0,10.0,12.0,19.0,27.0,23.0,12.0,12.0,18.0,24.0,14.0
glass,e_evrs,27.0,25.0,19.5,24.0,22.0,25.0,21.0,21.0,20.0,25.0,23.0
glass,easy_bpnn,26.0,26.0,27.0,26.0,10.0,22.0,26.0,26.0,26.0,21.0,25.0
glass,evinci,17.0,12.0,15.0,9.0,2.0,2.0,13.0,13.0,17.0,2.0,24.0
glass,glos,7.0,15.0,9.0,10.0,12.0,5.0,9.0,9.0,15.0,6.0,7.0
glass,mc_ccr,5.0,5.0,8.0,6.0,20.0,6.0,7.0,7.0,7.0,9.0,3.0
glass,mc_evhs,14.0,9.0,17.0,18.0,14.0,24.0,18.0,18.0,12.0,22.0,12.0
glass,mc_nro,24.0,21.0,16.0,14.0,16.0,13.0,16.0,14.0,10.0,14.0,19.0
glass,mc_rbo,6.0,2.0,1.5,2.0,8.0,9.0,3.0,3.0,2.0,7.0,21.0
glass,mdo,13.0,11.0,11.0,20.0,26.0,15.0,10.0,10.0,24.0,17.0,8.0
glass,multirandbal,8.0,4.0,14.0,8.0,4.0,10.0,14.0,15.0,8.0,10.0,11.0
glass,nromm,9.0,6.0,6.0,7.0,15.0,11.0,6.0,6.0,9.0,11.0,16.0
glass,ocsv_us,28.0,27.0,29.0,28.0,28.0,28.0,29.0,29.0,28.0,28.0,22.0
glass,orem_m,4.0,8.0,4.0,5.0,13.0,12.0,4.0,5.0,1.0,12.0,9.0
glass,oremboost,16.0,18.0,19.5,22.0,23.0,19.0,20.0,20.0,23.0,20.0,18.0
glass,pt_bagging,12.0,17.0,7.0,12.0,18.0,20.0,8.0,8.0,4.0,19.0,1.0
glass,s_smote,21.0,22.0,22.0,25.0,19.0,26.0,24.0,24.0,19.0,27.0,20.0
glass,scut,20.0,19.0,25.0,16.0,6.0,18.0,25.0,25.0,16.0,16.0,28.0
glass,shsampler,11.0,13.0,21.0,15.0,1.0,1.0,19.0,19.0,22.0,1.0,4.0
glass,smom,1.0,7.0,1.5,3.0,7.0,3.0,2.0,2.0,6.0,4.0,15.0
glass,soup,15.0,16.0,23.5,21.0,5.0,14.0,23.0,23.0,25.0,13.0,13.0
glass-0-1-2-3_vs_4-5-6,DBCF,9.0,5.0,6.5,5.0,2.0,3.0,5.0,5.0,15.0,2.0,27.0
