Model,Dataset,IR,Source,Accuracy_mean,Accuracy_std,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,GMean_mean,GMean_std,AUC_mean,AUC_std,MCC_mean,MCC_std,AUPRC_mean,AUPRC_std,IBA_mean,IBA_std,Kappa_mean,Kappa_std,Runtime_mean,Runtime_std
ocsv_us,IR5_CWRU,IR5,bearing,0.990990990990991,0.0,0.9833333333333334,0.0,0.9821428571428572,0.0,0.9821200510855683,0.0,0.981643576691373,0.0,1.0,0.0,0.9839626872325199,0.0,1.0,0.0,0.9751407006101409,0.0,0.9838192419825073,0.0,0.6780143999494612,0.0
shsampler,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.21319699997548014,0.0
mc_evhs,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.13838449999457225,0.0
nromm,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.12162789999274537,0.0
orem_m,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.168534099997487,0.0
glos,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.07710450002923608,0.0
mc_nro,IR5_CWRU,IR5,bearing,0.990990990990991,0.0,0.9833333333333334,0.0,0.9964285714285714,0.0,0.9895807491937485,0.0,0.9964092777538485,0.0,1.0,0.0,0.9841236815940326,0.0,1.0,0.0,0.9959570271407532,0.0,0.9839502602660497,0.0,0.1336758000543341,0.0
easy_bpnn,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,0.10148620000109076,0.0
amcs,IR5_CWRU,IR5,bearing,0.990990990990991,0.0,0.9964788732394366,0.0,0.9821428571428572,0.0,0.9889676910953507,0.0,0.981643576691373,0.0,0.9880226480836237,0.0,0.983865198144356,0.0,0.9808739826345461,0.0,0.9769008213041315,0.0,0.9836860670194003,0.0,0.13836480001918972,0.0
des_mi,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.29774349997751415,0.0
drcw_aseg,IR5_CWRU,IR5,bearing,0.990990990990991,0.0,0.9833333333333334,0.0,0.9807692307692308,0.0,0.9813793103448276,0.0,0.9801882078613897,0.0,0.9996196734046513,0.0,0.9839603801330682,0.0,0.9974358974358974,0.0,0.9731821509180748,0.0,0.9838168829275404,0.0,0.012861700030043721,0.0
pt_bagging,IR5_CWRU,IR5,bearing,0.990990990990991,0.0,0.9833333333333334,0.0,0.9807692307692308,0.0,0.9813793103448276,0.0,0.9801882078613897,0.0,0.9996196734046513,0.0,0.9839603801330682,0.0,0.9974358974358974,0.0,0.9731821509180748,0.0,0.9838168829275404,0.0,0.012245599995367229,0.0
evinci,IR5_CWRU,IR5,bearing,0.990990990990991,0.0,0.9821428571428572,0.0,0.9964285714285714,0.0,0.9889421795896616,0.0,0.9964092777538485,0.0,1.0,0.0,0.9841271147475801,0.0,1.0,0.0,0.9959438775510203,0.0,0.9839525805985254,0.0,0.018804099992848933,0.0
multirandbal,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.27588199998717755,0.0
dpse,IR5_CWRU,IR5,bearing,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.12176569999428466,0.0
oremboost,IR5_CWRU,IR5,bearing,0.972972972972973,0.0,0.9558823529411764,0.0,0.9423076923076923,0.0,0.9431977559607293,0.0,0.9365137582048805,0.0,1.0,0.0,0.9526883785909914,0.0,1.0,0.0,0.9239843225767096,0.0,0.9514364882601721,0.0,40.651986700017005,0.0
